id	geom	mi	inom	nome_carta
93	0106000020EF7C00000100000001030000000100000005000000BEB693F521F91C41924A24DB01C25B41E8DFB78BBDF81C41FCD18FF185CF5B4152C63FDA9EBE1D41CCCF803D8ACF5B41AF550E0FD1BE1D41A033402B06C25B41BEB693F521F91C41924A24DB01C25B41	\N	SG-23-V-B-VI-2-NO	\N
94	0106000020EF7C00000100000001030000000100000005000000C0DA3B05ECEB0741A86076F751CC5B4148964C4589E20741FAD01C1ED9D95B411642A6FB076F094106BD0C4B1CDA5B410635FA4506780941C0360F6695CC5B41C0DA3B05ECEB0741A86076F751CC5B41	2812-3-SO	SG-23-V-A-I-3-SO	\N
95	0106000020EF7C000001000000010300000001000000050000000635FA4506780941C0360F6695CC5B411642A6FB076F094106BD0C4B1CDA5B414A1BC4517FFB0A413242C9995CDA5B415291C53119040B41C090A8F3D5CC5B410635FA4506780941C0360F6695CC5B41	2812-3-SE	SG-23-V-A-I-3-SE	\N
96	0106000020EF7C000001000000010300000001000000050000005291C53119040B41C090A8F3D5CC5B414A1BC4517FFB0A413242C9995CDA5B411620D699EF870C417629A30A9ADA5B41147B4F1A25900C41945293A013CD5B415291C53119040B41C090A8F3D5CC5B41	2812-4-SO	SG-23-V-A-I-4-SO	\N
97	0106000020EF7C000001000000010300000001000000050000001642A6FB076F094106BD0C4B1CDA5B41A200A0C7146609413CC51B25A3E75B41D290780CF0F20A414A4BAB34E3E75B414A1BC4517FFB0A413242C9995CDA5B411642A6FB076F094106BD0C4B1CDA5B41	2812-3-NE	SG-23-V-A-I-3-NE	\N
98	0106000020EF7C00000100000001030000000100000005000000A200A0C7146609413CC51B25A3E75B41623399AC2C5D0941822247F429F55B41D2ED75646BEA0A41FECD59C469F55B41D290780CF0F20A414A4BAB34E3E75B41A200A0C7146609413CC51B25A3E75B41	2812-1-SE	SG-23-V-A-I-1-SE	\N
99	0106000020EF7C00000100000001030000000100000005000000623399AC2C5D0941822247F429F55B41423440AD4F5409414AB599B8B0025C41C2EB4B5CF1E10A41FAF9DF48F0025C41D2ED75646BEA0A41FECD59C469F55B41623399AC2C5D0941822247F429F55B41	2812-1-NE	SG-23-V-A-I-1-NE	\N
100	0106000020EF7C00000100000001030000000100000005000000147B4F1A25900C41945293A013CD5B411620D699EF870C417629A30A9ADA5B411A3B092659140E41B09EE79DD4DA5B41318746512A1C0E41E6C11C6D4ECD5B41147B4F1A25900C41945293A013CD5B41	2812-4-SE	SG-23-V-A-I-4-SE	\N
101	0106000020EF7C00000100000001030000000100000005000000318746512A1C0E41E6C11C6D4ECD5B411A3B092659140E41B09EE79DD4DA5B41EF668748BCA00F418031E0530CDB5B411676562829A80F41EE868E5986CD5B41318746512A1C0E41E6C11C6D4ECD5B41	2813-3-SO	SG-23-V-A-II-3-SO	\N
102	0106000020EF7C000001000000010300000001000000050000001676562829A80F41EE868E5986CD5B41EF668748BCA00F418031E0530CDB5B4195E8BBA98C96104108D6D22C41DB5B41C12A94F8109A104137AD2E66BBCD5B411676562829A80F41EE868E5986CD5B41	2813-3-SE	SG-23-V-A-II-3-SE	\N
103	0106000020EF7C000001000000010300000001000000050000001A3B092659140E41B09EE79DD4DA5B410649659E910C0E418C42DEC25AE85B416E51CC9058990F41083B184292E85B41EF668748BCA00F418031E0530CDB5B411A3B092659140E41B09EE79DD4DA5B41	2813-3-NO	SG-23-V-A-II-3-NO	\N
104	0106000020EF7C000001000000010300000001000000050000000649659E910C0E418C42DEC25AE85B41C86EB0BCD3040E419E620CDCE0F55B41A9795C03FE910F41FA9C422418F65B416E51CC9058990F41083B184292E85B410649659E910C0E418C42DEC25AE85B41	2813-1-SO	SG-23-V-A-II-1-SO	\N
105	0106000020EF7C00000100000001030000000100000005000000C86EB0BCD3040E419E620CDCE0F55B4152743D831FFD0D4176C27DE966035C4106546CA2AC8A0F41945F6BFA9D035C41A9795C03FE910F41FA9C422418F65B41C86EB0BCD3040E419E620CDCE0F55B41	2813-1-NO	SG-23-V-A-II-1-NO	\N
106	0106000020EF7C00000100000001030000000100000005000000EEE3467CA6C607412FCB99526E025C41DAFBDD1472BD07419C84144FF50F5C41D4F33FCC7D4B09414B6B1E7237105C41423440AD4F5409414AB599B8B0025C41EEE3467CA6C607412FCB99526E025C41	2791-3-SO	SF-23-Y-C-IV-3-SO	\N
107	0106000020EF7C00000100000001030000000100000005000000423440AD4F5409414AB599B8B0025C41D4F33FCC7D4B09414B6B1E7237105C41240187F681D90A41940C49C276105C41C2EB4B5CF1E10A41FAF9DF48F0025C41423440AD4F5409414AB599B8B0025C41	2791-3-SE	SF-23-Y-C-IV-3-SE	\N
108	0106000020EF7C00000100000001030000000100000005000000C2EB4B5CF1E10A41FAF9DF48F0025C41240187F681D90A41940C49C276105C41A6F9D9E77E670C41B5BBE43FB3105C41229E13DD8B6F0C41680BBD032D035C41C2EB4B5CF1E10A41FAF9DF48F0025C41	2791-4-SO	SF-23-Y-C-IV-4-SO	\N
109	0106000020EF7C00000100000001030000000100000005000000D4F33FCC7D4B09414B6B1E7237105C41BEF83F0CB7420941723FE020BE1D5C41FA60B0351DD10A41B750A030FD1D5C41240187F681D90A41940C49C276105C41D4F33FCC7D4B09414B6B1E7237105C41	2791-3-NE	SF-23-Y-C-IV-3-NE	\N
110	0106000020EF7C00000100000001030000000100000005000000BEF83F0CB7420941723FE020BE1D5C412E5FE46FFB390941D839EAC4442B5C4148FA4D1CC3C80A41DE1EF193832B5C41FA60B0351DD10A41B750A030FD1D5C41BEF83F0CB7420941723FE020BE1D5C41	2791-1-SE	SF-23-Y-C-IV-1-SE	\N
111	0106000020EF7C00000100000001030000000100000005000000229E13DD8B6F0C41680BBD032D035C41A6F9D9E77E670C41B5BBE43FB3105C41472B5CF474F50D4106343EEBEC105C4152743D831FFD0D4176C27DE966035C41229E13DD8B6F0C41680BBD032D035C41	2791-4-SE	SF-23-Y-C-IV-4-SE	\N
112	0106000020EF7C0000010000000103000000010000000500000052743D831FFD0D4176C27DE966035C41472B5CF474F50D4106343EEBEC105C41DD842D7064830F41C6999EC423115C4106546CA2AC8A0F41945F6BFA9D035C4152743D831FFD0D4176C27DE966035C41	2792-3-SO	SF-23-Y-C-V-3-SO	\N
113	0106000020EF7C0000010000000103000000010000000500000006546CA2AC8A0F41945F6BFA9D035C41DD842D7064830F41C6999EC423115C413F5FB5D7A6881041E67A4BCC57115C41580320C7198C1041848BCB36D2035C4106546CA2AC8A0F41945F6BFA9D035C41	2792-3-SE	SF-23-Y-C-V-3-SE	\N
114	0106000020EF7C00000100000001030000000100000005000000472B5CF474F50D4106343EEBEC105C416E6E5912D4ED0D418F9759E1721E5C41EEDFCE6E257C0F412871E882A91E5C41DD842D7064830F41C6999EC423115C41472B5CF474F50D4106343EEBEC105C41	2792-3-NO	SF-23-Y-C-V-3-NO	\N
115	0106000020EF7C000001000000010300000001000000050000006E6E5912D4ED0D418F9759E1721E5C415A217FDF3CE60D4197DBDBCBF82B5C4106687CA0EF740F41E81955352F2C5C41EEDFCE6E257C0F412871E882A91E5C416E6E5912D4ED0D418F9759E1721E5C41	2792-1-SO	SF-23-Y-C-V-1-SO	\N
116	0106000020EF7C000001000000010300000001000000050000002E5FE46FFB390941D839EAC4442B5C4154D8CDF94A310941AE6F475ECB385C418A77E2AC73C00A41FCDC46EC09395C4148FA4D1CC3C80A41DE1EF193832B5C412E5FE46FFB390941D839EAC4442B5C41	2791-1-NE	SF-23-Y-C-IV-1-NE	\N
117	0106000020EF7C0000010000000103000000010000000500000096B141981AA20741CD090D068A385C419A7EBEB514990741428106D910465C41B2A999ACA5280941320303ED51465C4154D8CDF94A310941AE6F475ECB385C4196B141981AA20741CD090D068A385C41	2765-3-SO	SF-23-Y-C-I-3-SO	\N
118	0106000020EF7C0000010000000103000000010000000500000054D8CDF94A310941AE6F475ECB385C41B2A999ACA5280941320303ED51465C41263EEDE92EB80A4178FEAC3990465C418A77E2AC73C00A41FCDC46EC09395C4154D8CDF94A310941AE6F475ECB385C41	2765-3-SE	SF-23-Y-C-I-3-SE	\N
119	0106000020EF7C000001000000010300000001000000050000008A77E2AC73C00A41FCDC46EC09395C41263EEDE92EB80A4178FEAC3990465C41D6F5D1C3B0470C41DE4054BFCB465C414A4B1C07954F0C415A425BB045395C418A77E2AC73C00A41FCDC46EC09395C41	2765-4-SO	SF-23-Y-C-I-4-SO	\N
120	0106000020EF7C00000100000001030000000100000005000000B2A999ACA5280941320303ED51465C41C2ACE18A0B200941A4232871D8535C41EE6DEAD5F4AF0A4116042F7C16545C41263EEDE92EB80A4178FEAC3990465C41B2A999ACA5280941320303ED51465C41	2765-3-NE	SF-23-Y-C-I-3-NE	\N
121	0106000020EF7C000001000000010300000001000000050000005A217FDF3CE60D4197DBDBCBF82B5C41D62F145EAFDE0D41D4FCD0AA7E395C418E4E5F07C36D0F41BCD6F0DBB4395C4106687CA0EF740F41E81955352F2C5C415A217FDF3CE60D4197DBDBCBF82B5C41	2792-1-NO	SF-23-Y-C-V-1-NO	\N
122	0106000020EF7C000001000000010300000001000000050000004A4B1C07954F0C415A425BB045395C41D6F5D1C3B0470C41DE4054BFCB465C41848D5C902BD70D412206457E04475C41D62F145EAFDE0D41D4FCD0AA7E395C414A4B1C07954F0C415A425BB045395C41	2765-4-SE	SF-23-Y-C-I-4-SE	\N
123	0106000020EF7C00000100000001030000000100000005000000D62F145EAFDE0D41D4FCD0AA7E395C41848D5C902BD70D412206457E04475C410CF39DA59F660F41D0F8C7763A475C418E4E5F07C36D0F41BCD6F0DBB4395C41D62F145EAFDE0D41D4FCD0AA7E395C41	2766-3-SO	SF-23-Y-C-II-3-SO	\N
124	0106000020EF7C000001000000010300000001000000050000008E4E5F07C36D0F41BCD6F0DBB4395C410CF39DA59F660F41D0F8C7763A475C418CB9D1AC067B1041063322A96D475C4129A5472C687E10416B080044E8395C418E4E5F07C36D0F41BCD6F0DBB4395C41	2766-3-SE	SF-23-Y-C-II-3-SE	\N
125	0106000020EF7C00000100000001030000000100000005000000848D5C902BD70D412206457E04475C415D359978B1CF0D41721044468A545C41C9E25B7D855F0F41BDDFE605C0545C410CF39DA59F660F41D0F8C7763A475C41848D5C902BD70D412206457E04475C41	2766-3-NO	SF-23-Y-C-II-3-NO	\N
126	0106000020EF7C00000100000001030000000100000005000000C2ACE18A0B200941A4232871D8535C41424E3C977C170941340DC2EA5E615C41A2E05273C5A70A41EC7BD8B39C615C41EE6DEAD5F4AF0A4116042F7C16545C41C2ACE18A0B200941A4232871D8535C41	2765-1-SE	SF-23-Y-C-I-1-SE	\N
127	0106000020EF7C000001000000010300000001000000050000003CE594EB2B8707415C6A34601E615C41DA215309497E0741CBB57E14A56E5C41BA8D3CD4F80E0941F608DC59E56E5C41424E3C977C170941340DC2EA5E615C413CE594EB2B8707415C6A34601E615C41	2765-1-NO	SF-23-Y-C-I-1-NO	\N
128	0106000020EF7C00000100000001030000000100000005000000424E3C977C170941340DC2EA5E615C41BA8D3CD4F80E0941F608DC59E56E5C4164299CC4A09F0A415401B5E0226F5C41A2E05273C5A70A41EC7BD8B39C615C41424E3C977C170941340DC2EA5E615C41	2765-1-NE	SF-23-Y-C-I-1-NE	\N
129	0106000020EF7C00000100000001030000000100000005000000A2E05273C5A70A41EC7BD8B39C615C4164299CC4A09F0A415401B5E0226F5C418CAAFC3141300C413FFE58A95D6F5C414C54E8D606380C41A83BC7BBD7615C41A2E05273C5A70A41EC7BD8B39C615C41	2765-2-NO	SF-23-Y-C-I-2-NO	\N
130	0106000020EF7C00000100000001030000000100000005000000BA8D3CD4F80E0941F608DC59E56E5C41F0FC714480060941D46C81BE6B7C5C413C9438CC86970A41E03CD002A97C5C4164299CC4A09F0A415401B5E0226F5C41BA8D3CD4F80E0941F608DC59E56E5C41	2736-3-SE	SF-23-Y-A-IV-3-SE	\N
131	0106000020EF7C000001000000010300000001000000050000005D359978B1CF0D41721044468A545C413D29081941C80D41BA42DA0210625C415AD8B99074580F4170F9598945625C41C9E25B7D855F0F41BDDFE605C0545C415D359978B1CF0D41721044468A545C41	2766-1-SO	SF-23-Y-C-II-1-SO	\N
132	0106000020EF7C000001000000010300000001000000050000004C54E8D606380C41A83BC7BBD7615C418CAAFC3141300C413FFE58A95D6F5C417A71E473DAC00D41E6D113B4956F5C413D29081941C80D41BA42DA0210625C414C54E8D606380C41A83BC7BBD7615C41	2765-2-NE	SF-23-Y-C-I-2-NE	\N
133	0106000020EF7C000001000000010300000001000000050000003D29081941C80D41BA42DA0210625C417A71E473DAC00D41E6D113B4956F5C4139BBD5E16C510F4124C22D01CB6F5C415AD8B99074580F4170F9598945625C413D29081941C80D41BA42DA0210625C41	2766-1-NO	SF-23-Y-C-II-1-NO	\N
134	0106000020EF7C000001000000010300000001000000050000005AD8B99074580F4170F9598945625C4139BBD5E16C510F4124C22D01CB6F5C41BE69A769FC7010414889EB90FD6F5C41F88180CA50741041E43A8B4F78625C415AD8B99074580F4170F9598945625C41	2766-1-NE	SF-23-Y-C-II-1-NE	\N
135	0106000020EF7C000001000000010300000001000000050000007A71E473DAC00D41E6D113B4956F5C41651C668B7DB90D41CC00FD591B7D5C415C9FCA726E4A0F414CC46E6D507D5C4139BBD5E16C510F4124C22D01CB6F5C417A71E473DAC00D41E6D113B4956F5C41	2737-3-SO	SF-23-Y-A-V-3-SO	\N
136	0106000020EF7C00000100000001030000000100000005000000C12A94F8109A104137AD2E66BBCD5B4195E8BBA98C96104108D6D22C41DB5B41287F7F4CB85C1141A1E5012973DB5B419251B17E0A60114159A43F93EDCD5B41C12A94F8109A104137AD2E66BBCD5B41	2813-4-SO	SG-23-V-A-II-4-SO	\N
137	0106000020EF7C000001000000010300000001000000050000009251B17E0A60114159A43F93EDCD5B41287F7F4CB85C1141A1E5012973DB5B4187769F35E12212419A1FAC48A2DB5B4139B7544F01261241AA4000E11CCE5B419251B17E0A60114159A43F93EDCD5B41	2813-4-SE	SG-23-V-A-II-4-SE	\N
138	0106000020EF7C0000010000000103000000010000000500000039B7544F01261241AA4000E11CCE5B4187769F35E12212419A1FAC48A2DB5B41F89C2B8E07E91241D2A90C8CCEDB5B418C3D4F93F5EB1241E2BBAB4F49CE5B4139B7544F01261241AA4000E11CCE5B41	2814-3-SO	SG-23-V-A-III-3-SO	\N
139	0106000020EF7C0000010000000103000000010000000500000087769F35E12212419A1FAC48A2DB5B412A34BCF6C41F1241B99B83A327E95B41008521261DE61241561962BB53E95B41F89C2B8E07E91241D2A90C8CCEDB5B4187769F35E12212419A1FAC48A2DB5B41	2814-3-NO	SG-23-V-A-III-3-NO	\N
140	0106000020EF7C000001000000010300000001000000050000002A34BCF6C41F1241B99B83A327E95B41C01E9993AC1C1241786693F1ACF65B412412105C36E312412FF2B8DDD8F65B41008521261DE61241561962BB53E95B412A34BCF6C41F1241B99B83A327E95B41	2814-1-SO	SG-23-V-A-III-1-SO	\N
141	0106000020EF7C00000100000001030000000100000005000000C01E9993AC1C1241786693F1ACF65B414436230D98191241F240E83232045C413D45D53053E012410E2C1EF35D045C412412105C36E312412FF2B8DDD8F65B41C01E9993AC1C1241786693F1ACF65B41	2814-1-NO	SG-23-V-A-III-1-NO	\N
142	0106000020EF7C000001000000010300000001000000050000008C3D4F93F5EB1241E2BBAB4F49CE5B41F89C2B8E07E91241D2A90C8CCEDB5B4152A1327F2BAF134164115BF3F7DB5B4174B17073E7B11341C4B579DF72CE5B418C3D4F93F5EB1241E2BBAB4F49CE5B41	2814-3-SE	SG-23-V-A-III-3-SE	\N
143	0106000020EF7C0000010000000103000000010000000500000074B17073E7B11341C4B579DF72CE5B4152A1327F2BAF134164115BF3F7DB5B411425C2314D7514412E4BCB7E1EDC5B415ADC8718D7771441A4349E9099CE5B4174B17073E7B11341C4B579DF72CE5B41	2814-4-SO	SG-23-V-A-III-4-SO	\N
144	0106000020EF7C000001000000010300000001000000050000005ADC8718D7771441A4349E9099CE5B411425C2314D7514412E4BCB7E1EDC5B411DCEE6CE6C3B15416AB48D2E42DC5B41399562ABC43D1541FEA54963BDCE5B415ADC8718D7771441A4349E9099CE5B41	2814-4-SE	SG-23-V-A-III-4-SE	\N
145	0106000020EF7C000001000000010300000001000000050000001425C2314D7514412E4BCB7E1EDC5B41C479AB6CC67214416F5F895FA3E95B415AC167D617391541125736ECC6E95B411DCEE6CE6C3B15416AB48D2E42DC5B411425C2314D7514412E4BCB7E1EDC5B41	2814-4-NE	SG-23-V-A-III-4-NE	\N
146	0106000020EF7C00000100000001030000000100000005000000C479AB6CC67214416F5F895FA3E95B4180ED04CA4270144146BBE53228F75B41808997C2C5361541A303519C4BF75B415AC167D617391541125736ECC6E95B41C479AB6CC67214416F5F895FA3E95B41	2814-2-SE	SG-23-V-A-III-2-SE	\N
147	0106000020EF7C0000010000000103000000010000000500000080ED04CA4270144146BBE53228F75B41AC9D8E4AC26D1441FDB8EDF8AC045C41645E2794763415416E40EB3ED0045C41808997C2C5361541A303519C4BF75B4180ED04CA4270144146BBE53228F75B41	2814-2-NE	SG-23-V-A-III-2-NE	\N
148	0106000020EF7C00000100000001030000000100000005000000580320C7198C1041848BCB36D2035C413F5FB5D7A6881041E67A4BCC57115C416CC11683984F1141C4CF860289115C41BEB02A4DDA5211411C58E09E03045C41580320C7198C1041848BCB36D2035C41	2792-4-SO	SF-23-Y-C-V-4-SO	\N
149	0106000020EF7C00000100000001030000000100000005000000BEB02A4DDA5211411C58E09E03045C416CC11683984F1141C4CF860289115C41D04B466487161241DEFB8E67B7115C414436230D98191241F240E83232045C41BEB02A4DDA5211411C58E09E03045C41	2792-4-SE	SF-23-Y-C-V-4-SE	\N
150	0106000020EF7C000001000000010300000001000000050000004436230D98191241F240E83232045C41D04B466487161241DEFB8E67B7115C4154034EA573DD124180CE9EFBE2115C413D45D53053E012410E2C1EF35D045C414436230D98191241F240E83232045C41	2793-3-SO	SF-23-Y-C-VI-3-SO	\N
151	0106000020EF7C00000100000001030000000100000005000000D04B466487161241DEFB8E67B7115C418001ED997A1312417C77948F3C1F5C41761556BA97DA1241E4F047F7671F5C4154034EA573DD124180CE9EFBE2115C41D04B466487161241DEFB8E67B7115C41	2793-3-NO	SF-23-Y-C-VI-3-NO	\N
152	0106000020EF7C000001000000010300000001000000050000008001ED997A1312417C77948F3C1F5C4139CA00AF7110124186A305ABC12C5C418D28C870BFD7124154BA26E6EC2C5C41761556BA97DA1241E4F047F7671F5C418001ED997A1312417C77948F3C1F5C41	2793-1-SO	SF-23-Y-C-VI-1-SO	\N
153	0106000020EF7C000001000000010300000001000000050000003D45D53053E012410E2C1EF35D045C4154034EA573DD124180CE9EFBE2115C413BA336705DA413416183EDBE0B125C41F24F0BE20BA713417F6AB9DF86045C413D45D53053E012410E2C1EF35D045C41	2793-3-SE	SF-23-Y-C-VI-3-SE	\N
154	0106000020EF7C00000100000001030000000100000005000000F24F0BE20BA713417F6AB9DF86045C413BA336705DA413416183EDBE0B125C41E0B107EF446B144139C3AEB131125C41AC9D8E4AC26D1441FDB8EDF8AC045C41F24F0BE20BA713417F6AB9DF86045C41	2793-4-SO	SF-23-Y-C-VI-4-SO	\N
155	0106000020EF7C00000100000001030000000100000005000000AC9D8E4AC26D1441FDB8EDF8AC045C41E0B107EF446B144139C3AEB131125C410695C74B2A32154150A412D454125C41645E2794763415416E40EB3ED0045C41AC9D8E4AC26D1441FDB8EDF8AC045C41	2793-4-SE	SF-23-Y-C-VI-4-SE	\N
156	0106000020EF7C00000100000001030000000100000005000000E0B107EF446B144139C3AEB131125C41B75B2EB8CA681441E254365DB61F5C416C9F27EAE02F1541A4D6D45BD91F5C410695C74B2A32154150A412D454125C41E0B107EF446B144139C3AEB131125C41	2793-4-NE	SF-23-Y-C-VI-4-NE	\N
157	0106000020EF7C00000100000001030000000100000005000000B75B2EB8CA681441E254365DB61F5C41BDD6BFA6536614411BF991FB3A2D5C41800CF66F9A2D1541348F3FD65D2D5C416C9F27EAE02F1541A4D6D45BD91F5C41B75B2EB8CA681441E254365DB61F5C41	2793-2-SE	SF-23-Y-C-VI-2-SE	\N
158	0106000020EF7C00000100000001030000000100000005000000399562ABC43D1541FEA54963BDCE5B411DCEE6CE6C3B15416AB48D2E42DC5B418E58AC7F8A0116412413CF0263DC5B41D2D1CD54B0031641F0DEA857DECE5B41399562ABC43D1541FEA54963BDCE5B41	2815-3-SO	SG-23-V-B-I-3-SO	\N
159	0106000020EF7C00000100000001030000000100000005000000D2D1CD54B0031641F0DEA857DECE5B418E58AC7F8A0116412413CF0263DC5B41C0A81D6DA6C71641BB96B8FB80DC5B4100B8953D9AC91641B21CE56DFCCE5B41D2D1CD54B0031641F0DEA857DECE5B41	2815-3-SE	SG-23-V-B-I-3-SE	\N
160	0106000020EF7C0000010000000103000000010000000500000000B8953D9AC91641B21CE56DFCCE5B41C0A81D6DA6C71641BB96B8FB80DC5B4108DD44C0C08D174148D86F199CDC5B41CCAE858E828F17410C0524A617CF5B4100B8953D9AC91641B21CE56DFCCE5B41	2815-4-SO	SG-23-V-B-I-4-SO	\N
161	0106000020EF7C00000100000001030000000100000005000000CCAE858E828F17410C0524A617CF5B4108DD44C0C08D174148D86F199CDC5B41DE5F2BA2D95318410BDB165CB4DC5B41F76F687069551841AEA6870030CF5B41CCAE858E828F17410C0524A617CF5B41	2815-4-SE	SG-23-V-B-I-4-SE	\N
162	0106000020EF7C00000100000001030000000100000005000000F76F687069551841AEA6870030CF5B41DE5F2BA2D95318410BDB165CB4DC5B41B0F9D93BF1191941BD0CCCC3C9DC5B411919080C4F1B194198792E7D45CF5B41F76F687069551841AEA6870030CF5B41	\N	SG-23-V-B-II-3-SO	\N
163	0106000020EF7C000001000000010300000001000000050000001919080C4F1B194198792E7D45CF5B41B0F9D93BF1191941BD0CCCC3C9DC5B41E7E258B607E01941EA45AA50DCDC5B41053D2E8A33E11941605F331C58CF5B411919080C4F1B194198792E7D45CF5B41	\N	SG-23-V-B-II-3-SE	\N
164	0106000020EF7C0000010000000103000000010000000500000008DD44C0C08D174148D86F199CDC5B4116C3F31C018C1741BA5EB07E20EA5B41DADA31C14B5218418B947CA938EA5B41DE5F2BA2D95318410BDB165CB4DC5B4108DD44C0C08D174148D86F199CDC5B41	2815-4-NE	SG-23-V-B-I-4-NE	\N
165	0106000020EF7C0000010000000103000000010000000500000016C3F31C018C1741BA5EB07E20EA5B4162BB17A5438A1741727CF3D5A4F75B41645CF2CDBF5018410BD5C6E8BCF75B41DADA31C14B5218418B947CA938EA5B4116C3F31C018C1741BA5EB07E20EA5B41	2815-2-SE	SG-23-V-B-I-2-SE	\N
166	0106000020EF7C0000010000000103000000010000000500000062BB17A5438A1741727CF3D5A4F75B416876355988881741AE26471F29055C41F0C8E2C8354F1841B6AF031A41055C41645CF2CDBF5018410BD5C6E8BCF75B4162BB17A5438A1741727CF3D5A4F75B41	2815-2-NE	SG-23-V-B-I-2-NE	\N
167	0106000020EF7C00000100000001030000000100000005000000645E2794763415416E40EB3ED0045C410695C74B2A32154150A412D454125C4178A67BB00DF9154100AB452675125C41AABE9CE828FB15416996DEB1F0045C41645E2794763415416E40EB3ED0045C41	2794-3-SO	SF-23-Y-D-IV-3-SO	\N
168	0106000020EF7C00000100000001030000000100000005000000AABE9CE828FB15416996DEB1F0045C4178A67BB00DF9154100AB452675125C418F482847EFBF164130CA70A892125C418FFBB471D9C11641B4BDF0510E055C41AABE9CE828FB15416996DEB1F0045C41	2794-3-SE	SF-23-Y-D-IV-3-SE	\N
169	0106000020EF7C000001000000010300000001000000050000008FFBB471D9C11641B4BDF0510E055C418F482847EFBF164130CA70A892125C41A2FAD039CF861741C163B95AAD125C416876355988881741AE26471F29055C418FFBB471D9C11641B4BDF0510E055C41	2794-4-SO	SF-23-Y-D-IV-4-SO	\N
170	0106000020EF7C000001000000010300000001000000050000006876355988881741AE26471F29055C41A2FAD039CF861741C163B95AAD125C41D86D78B2AD4D1841F648413DC5125C41F0C8E2C8354F1841B6AF031A41055C416876355988881741AE26471F29055C41	2794-4-SE	SF-23-Y-D-IV-4-SE	\N
171	0106000020EF7C00000100000001030000000100000005000000F0C8E2C8354F1841B6AF031A41055C41D86D78B2AD4D1841F648413DC5125C41929920DB8A141941D1BA2650DA125C4110D980EAE11519418DA5444256055C41F0C8E2C8354F1841B6AF031A41055C41	2795-3-SO	SF-23-Y-D-V-3-SO	\N
172	0106000020EF7C0000010000000103000000010000000500000010D980EAE11519418DA5444256055C41929920DB8A141941D1BA2650DA125C411FD0CADD66DB1941626A8493EC125C41E9ECD2E78CDC19419EC3249868055C4110D980EAE11519418DA5444256055C41	2795-3-SE	SF-23-Y-D-V-3-SE	\N
173	0106000020EF7C00000100000001030000000100000005000000A2FAD039CF861741C163B95AAD125C4171A46D4718851741064B588831205C414E01288B274C18415DD68D5249205C41D86D78B2AD4D1841F648413DC5125C41A2FAD039CF861741C163B95AAD125C41	2794-4-NE	SF-23-Y-D-IV-4-NE	\N
174	0106000020EF7C0000010000000103000000010000000500000071A46D4718851741064B588831205C4101268E8263831741CE0432A8B52D5C413EA26553A34A1841969EF759CD2D5C414E01288B274C18415DD68D5249205C4171A46D4718851741064B588831205C41	2794-2-SE	SF-23-Y-D-IV-2-SE	\N
175	0106000020EF7C0000010000000103000000010000000500000039CA00AF7110124186A305ABC12C5C4186E969A46C0D1241247FEFB9463A5C4134CD7DC9EAD41241986148C8713A5C418D28C870BFD7124154BA26E6EC2C5C4139CA00AF7110124186A305ABC12C5C41	2793-1-NO	SF-23-Y-C-VI-1-NO	\N
176	0106000020EF7C0000010000000103000000010000000500000029A5472C687E10416B080044E8395C418CB9D1AC067B1041063322A96D475C41EA733B81BA421141343F95159E475C41683699D3EB451141023940E3183A5C4129A5472C687E10416B080044E8395C41	2766-4-SO	SF-23-Y-C-II-4-SO	\N
177	0106000020EF7C00000100000001030000000100000005000000683699D3EB451141023940E3183A5C41EA733B81BA421141343F95159E475C4161730F7B6B0A1241D4185FBCCB475C4186E969A46C0D1241247FEFB9463A5C41683699D3EB451141023940E3183A5C41	2766-4-SE	SF-23-Y-C-II-4-SE	\N
178	0106000020EF7C0000010000000103000000010000000500000086E969A46C0D1241247FEFB9463A5C4161730F7B6B0A1241D4185FBCCB475C418E774FC519D21241122DBA9DF6475C4134CD7DC9EAD41241986148C8713A5C4186E969A46C0D1241247FEFB9463A5C41	2767-3-SO	SF-23-Y-C-III-3-SO	\N
179	0106000020EF7C0000010000000103000000010000000500000061730F7B6B0A1241D4185FBCCB475C41104CD7336E071241608E61B250555C411E7F14654CCF1241B47289667B555C418E774FC519D21241122DBA9DF6475C4161730F7B6B0A1241D4185FBCCB475C41	2767-3-NO	SF-23-Y-C-III-3-NO	\N
180	0106000020EF7C00000100000001030000000100000005000000BDD6BFA6536614411BF991FB3A2D5C413C6878BBDF631441294BCF8CBF3A5C41F887E0DD562B154123966043E23A5C41800CF66F9A2D1541348F3FD65D2D5C41BDD6BFA6536614411BF991FB3A2D5C41	2793-2-NE	SF-23-Y-C-VI-2-NE	\N
181	0106000020EF7C0000010000000103000000010000000500000034CD7DC9EAD41241986148C8713A5C418E774FC519D21241122DBA9DF6475C41E8CBFB8AC5991341735BDDB91E485C41A486976D669C1341F2D7810E9A3A5C4134CD7DC9EAD41241986148C8713A5C41	2767-3-SE	SF-23-Y-C-III-3-SE	\N
182	0106000020EF7C00000100000001030000000100000005000000A486976D669C1341F2D7810E9A3A5C41E8CBFB8AC5991341735BDDB91E485C41205F13F76E61144168F6FB1044485C413C6878BBDF631441294BCF8CBF3A5C41A486976D669C1341F2D7810E9A3A5C41	2767-4-SO	SF-23-Y-C-III-4-SO	\N
